"SWSN_ID","SWSN_Site","EASTING","NORTHING"
3726,"Amoxiumqua",896759.587343529,3970423.71263312
3729,"Kwastiyukwa",885755.787713692,3965479.87807478
3731,"LA 483",879939.40929243,3958520.67817524
3733,"San Pasqual",886836.281222999,3732271.04302292
3735,"LA 488",887412.123909339,3752884.86987785
3736,"Pueblo Pur-e Tu-ay",889765.954335213,3870411.4585754
3737,"Cubero",814557.529464275,3892247.34776576
3738,"Setaquua",897007.198583275,3957256.45753063
3739,"LA 503",930055.797505632,3832203.60480334
3740,"LA 504",992205.111296013,3820809.94591355
3741,"LA 508",1046617.0879904,3875197.31738387
3742,"LA 509",1039742.78394994,3870334.44069362
3743,"Nanishagi",886007.478986889,3963134.91563883
3744,"Water Canyon",915795.744341969,3988042.26427701
3746,"LA 575",937185.198087558,3806808.6883046
3747,"Hummingbird",861904.555646703,3888119.2117888
3748,"Los Padillas",883362.947460055,3869653.17245319
3749,"LA 580",924175.203308448,3895643.45287494
3750,"Tijeras",917281.659284547,3894662.62463276
3752,"Foothill Road",881421.449465975,3897404.82071593
3754,"LA 587",994698.764048979,3721958.06348214
3755,"Milligan Gulch",861600.246201113,3721376.46961038
3757,"LA 606",867066.803620979,3948731.08154345
3758,"La Garita",965210.197043031,3967024.05977525
3759,"Pecos",972666.771260113,3949900.13553376
3763,"Pose'uinge",934771.884940624,4039549.0422678
3765,"Nogales Cliff House",876472.311281323,4035044.62301025
3766,"Forked Lightning",979932.993483037,3950729.55077729
3767,"Puaray (Schroeder)",906966.363995075,3911492.82261518
3768,"Giusewa",888266.750151351,3972415.65724683
3769,"LA 680",973235.68421638,3939525.39775662
3770,"Bulman",891594.991468072,3904212.76598677
3771,"LA 714",889658.646070778,3899753.84288619
3772,"Pueblo Maigua",904368.051529616,3895153.93236689
3775,"Puaray (Vivian & Snow)",906411.721978277,3910262.72034931
3776,"Shipman",882209.606477097,3897250.79410702
3777,"Pueblo Pajarito",900936.388630733,3880763.77752939
3778,"Tesuque Valley",959447.658905998,3972783.75828028
3779,"LA 745",940636.401312441,3969402.14178321
3780,"LA 747",956004.797401205,3964300.28560048
3781,"Las Canas",888058.419732302,3776006.83359745
3783,"San Pasqualito",882833.789800003,3734812.09522913
3784,"Qualacu",889988.888898581,3759271.7168292
3786,"LA 758",885925.239363894,3750653.90826046
3787,"Senecu",881500.371465415,3748214.76017118
3788,"Pueblito Pueblo",886488.346018836,3780633.78281067
3789,"La Hija del Nido",892805.262164652,3771086.51327701
3790,"Sycamore Well",750244.590336159,3468213.46439272
3791,"LA 5918",899608.427375928,3962939.02109866
3792,"LA 5920",894650.823859438,3973511.09284899
3793,"LA 5966",825443.6981363,3791527.30294332
3794,"LA 5967",825726.783013821,3794530.59558925
3795,"LA 5969",821812.773217514,3784130.05524093
3796,"LA 5970",825224.697725609,3784191.30618814
3797,"LA 5971",808407.682428598,3798604.61612453
3798,"LA 5972",816266.145969406,3781713.32012421
3799,"LA 5974",811814.204666689,3784470.51683044
3800,"Camelot",809169.976842135,3780472.19684197
3801,"LA 5976",828397.82775569,3786013.3765706
3802,"LA 5977",834762.753016233,3784696.11109048
3803,"LA 5982",830704.260913819,3792705.43829936
3804,"LA 5991",808945.44498983,3825054.96646225
3805,"LA 5994",827407.478097647,3790115.94645481
3806,"LA 5995",825281.429404005,3794827.99560034
3807,"LA 5996",833301.39346154,3796115.83097304
3808,"LA 6007",793039.295392931,3871870.22168089
3809,"LA 6377",756265.753864422,3908850.96922435
3810,"Veranito Village",886215.916247562,3790677.08297323
3811,"Alfred Herrera",924161.830570638,3950410.59208195
3812,"LA 6462",924657.60008654,3943098.92332715
3813,"LA 6471",749427.166540772,3923141.82305939
3814,"Tesuque Williams",948713.242119327,3967067.96579823
3815,"LA 6581",941768.817901149,3992824.84798172
3816,"LA 6583",928035.78788732,3993689.40948629
3817,"LA 6584",927134.557641432,4002904.87060599
3818,"LA 6591",926244.455207855,4003494.58567967
3819,"LA 6595",923105.197387755,4008191.11197257
3820,"LA 6597",921791.364632592,4027262.89159499
3821,"Buena Vista A",924190.684829876,4014681.3261966
3822,"Buena Vista B",929117.352564692,4027090.61931336
3823,"LA 6622",854183.721235693,3969143.92780891
3824,"LA 6623",856039.216053814,3975876.79328397
3825,"LA 6626",868729.765506789,3989557.89132971
3826,"LA 6627",860169.07227011,3990433.94782577
3827,"LA 6629",871409.814136684,3992561.60539012
3828,"LA 6630",864787.118796423,3981742.50820336
3829,"LA 6631",851136.031411171,3993054.58330424
3830,"LA 6645",871684.073497862,3997591.65168633
3831,"Pa'ako East",916428.516833648,3907271.86302479
3832,"LA 6787",935258.549102351,3977908.48781474
3833,"LA 6789",938157.185969308,3975614.75938749
3834,"LA 6791",924375.174884602,3985822.16813007
3835,"LA 6878",871953.063061282,3939016.11468333
3837,"LA 7595",689327.149616584,4019161.36081687
3838,"LA 8711",940831.286692783,3986530.63021025
3839,"LA 8751",939187.607444718,3940990.25233056
3840,"La Alesna",962117.06484586,3924411.32873014
3841,"El Pipo",963560.08180961,3925669.82754281
3842,"Jemez Pueblo",878747.295348451,3950435.62202907
3843,"LA 8945",904085.885448053,3923718.64768818
3844,"LA 8988",920960.686262637,3969151.18434292
3845,"LA 9007",939689.704433724,3808958.88731524
3846,"Gypsum Spring Ruin",930656.435696408,3809934.98590988
3847,"LA 9009",945529.890448064,3834502.4138661
3848,"Lost Ruin",935457.414949417,3799723.65041883
3849,"LA 9014",948155.947440252,3800959.91890429
3850,"LA 9016",939655.648169354,3786386.68921003
3851,"Axtell Ruin",943985.460333273,3796034.1588054
3852,"LA 9029",938972.49601236,3809126.85029005
3853,"LA 9032",944193.489833236,3797210.95296842
3854,"LA 9043",924569.608767584,3820420.83000621
3855,"Castle of the Chama",890862.442576051,4032540.37759627
3856,"Pueblo del Ojito",930691.420503065,3958077.59225175
3857,"Prieta Vista",858792.870937228,3934521.68410581
3858,"LA 9615",873729.008626699,3929530.44318491
3859,"LA 9738",902946.738003641,3727310.0576663
3860,"LA 9781",919632.446842715,3952018.74787937
3861,"LA 9793",919144.430847853,3952215.8016599
3862,"LA 9832",932460.811861679,3963565.09299111
3863,"LA 9840",928912.848128691,3955973.42958255
3864,"LA 9845",930950.525908545,3953158.71647717
3865,"LA 9862",924355.085786343,3966158.22306627
3866,"LA 9865",923634.187137499,3957066.56250325
3867,"LA 9867",913897.352335691,3959023.16075258
3868,"LA 9893",927314.694038257,3965751.22100818
3869,"LA 9912",927324.83546485,3969595.12692384
3870,"LA 9924",907284.026066065,3953914.84029259
3871,"LA 9927",919385.491215169,3950819.8926834
3872,"LA 10371",860957.106716171,3921152.12891288
3873,"Coot Ridge",871553.836221397,3904812.35805936
3874,"LA 10419",859209.040208548,3902589.4221303
3875,"LA 10466",868614.099475518,3905546.60505775
3876,"Cuervo",875212.016781926,3910953.21986668
3877,"LA 10508",856211.47605969,3926121.90693246
3878,"LA 10510",853173.192215338,3910498.04025032
3879,"LA 10514",861605.130077675,3906831.40901455
3880,"LA 10525",854046.332430258,3912646.80288923
3881,"Las Trincheras",861319.011465296,4009638.11996481
3882,"LA 10737",913333.249721885,3824484.781451
3883,"LA 10796",923199.262672603,3891782.91368628
3884,"LA 10812",777963.327358469,3926046.48852664
3885,"LA 10813",756069.216372684,3943023.3674767
3886,"LA 10816",765627.714998066,3934772.51119101
3887,"LA 10819",775880.948426843,3930114.79568991
3888,"LA 10821",773398.612817004,3927480.16627836
3889,"House of the Water Peop",921168.509528413,3973930.68548764
3890,"LA 10999",950534.045652211,3992573.416747
3891,"Citadel",773377.550767109,3855991.86371498
3892,"LA 11659",779123.459134027,3860461.71852249
3893,"LA 11660",785469.720119193,3851861.29792595
3894,"LA 11661",774157.289937213,3852141.31850651
3895,"LA 11662",780272.790244147,3849650.7713771
3896,"LA 11663",784716.482006162,3857617.90350218
3897,"LA 11666",789353.668168738,3843366.36652839
3898,"LA 11668",777015.056319669,3841242.40719344
3899,"Lizard House",776313.045643479,3861260.60113914
3900,"Penole",789907.035973459,3845438.58410984
3901,"LA 11686",779128.579182729,3853107.47547042
3902,"LA 11706",772933.783978879,3857515.41859236
3903,"LA 11734",785009.457814202,3831365.8480967
3904,"LA 11774",787267.710965857,3830040.94713962
3905,"Fifty Cent house",917121.440306306,3970315.96090254
3906,"LA 12136",870577.619537041,3947385.7290197
3907,"LA 12137",880599.824836999,3942948.7030032
3908,"LA 12138",883126.799010247,3928405.08725899
3909,"LA 12140",881308.922381878,3938440.73391436
3910,"Double Crossing",1010040.20257623,3718907.0612478
3911,"Baca",1031314.5467269,3720727.89964244
3912,"LA 12211",920770.931978509,3956735.31517203
3913,"LA 12269",999394.6091232,3917933.65274511
3914,"LA 12271",956135.205435082,3986365.07868476
3915,"LA 12368",880561.066741988,4028083.56767933
3916,"LA 12533",879389.992036283,3954091.01401864
3917,"LA 12609",919083.93600969,3980176.28867778
3918,"LA 12617",917906.20361042,3975299.10625252
3919,"LA 12618",938291.485533029,3980168.80919731
3920,"LA 12619",933136.467815414,3965106.95786557
3921,"LA 12647",937937.129644737,3967488.12697358
3922,"Nake'muu",914049.865141451,3970378.49549371
3923,"LA 12669",915188.41185528,3975727.09009658
3924,"LA 12682",933028.49925679,3974682.73497221
3925,"LA 12685",929347.815867513,3960363.79967293
3926,"LA 12691",934268.226866439,3983817.84699319
3927,"LA 12699",923059.209746733,3967691.64885771
3928,"Guaje Mesa Pueblo",917593.676735982,3997833.84967603
3929,"LA 12718",917829.470986426,3966294.56092688
3930,"El Pueblito",984508.64767231,4059330.77289885
3931,"LA 12830",929315.930422351,3968829.0382735
3932,"LA 12832",937996.978179589,3988742.9598421
3933,"LA 12833",936565.423313871,3968057.26514618
3934,"Carnue",923535.502492294,3896296.6815614
3935,"Canada de las Milpas",863601.296880364,3925724.78179836
3936,"Newton",774093.443091094,3824310.85405083
3937,"LA 13485",975125.279641092,3701166.33999561
3938,"LA 13490",964704.280359223,3708779.32659136
3939,"La Cueva Pintada",928851.084394202,3959915.3425231
3940,"Long House--Northern Rio Grande",934653.978252396,3960870.89543673
3941,"El Rito--San Juan Basin",802952.525263101,3905191.99357159
3942,"LA 14040",923676.377772465,3969877.9863604
3943,"LA 15029",777180.487728,3599739.438144
3944,"Montoya",793774.13892898,3614382.78891586
3945,"LA 16056",918458.113119632,3964503.40245213
3946,"LA 16062",935952.345382243,3975656.1996486
3947,"LA 16121",933211.788861603,3976515.28044747
3948,"LA 18144",777928.438994363,3840384.06854399
3949,"Mimbres River",801445.010333672,3580083.85488616
3950,"Nuestra Senora",879398.139803842,3751815.38752873
3951,"LA 20904",870761.769335046,3854422.05818348
3952,"LA 21259",929635.292709008,3951253.81185208
3953,"LA 21291",935187.998039603,3983330.7795209
3954,"LA 21305",919374.487282723,3973293.66744202
3955,"LA 21312",922814.765091881,3980299.94597107
3956,"LA 21343",924002.994111195,3978722.00307013
3957,"LA 21348",921348.577501431,3984021.86077257
3958,"LA 21366",926777.462368861,3980220.28060882
3959,"LA 21389",937165.391424373,3978217.91116317
3960,"LA 21400",918449.844536558,3970226.73836803
3961,"LA 21408",934225.788243234,3967258.46269706
3962,"LA 21419",921472.229416713,3980160.52016838
3963,"LA 21427",921892.804162949,3985499.37631981
3964,"LA 21430",916126.569424957,3986164.31173931
3965,"LA 21433",915585.124331236,3983014.43596216
3966,"LA 21440",925089.422457471,3992995.35523707
3967,"LA 21450",928862.310068548,3996940.83894227
3968,"LA 21455",923187.257617071,3977208.05872868
3969,"LA 21469",938230.70139429,3990838.49783282
3970,"LA 21475",919708.036358863,3975683.46277671
3971,"LA 21478",933666.976192176,3988738.52750583
3972,"LA 21489",922808.53311716,3978594.06528777
3973,"LA 21501",931991.234000981,4000321.05853689
3974,"LA 21591",936174.316532373,3984413.23316637
3975,"LA 21601",921248.182033002,3985160.82113002
3976,"Chupaderos Mesa Village",917088.18516852,3989260.56461485
3977,"LA 21672",933961.194853976,3966659.05805285
3978,"LA 21680",928645.004994005,3976707.25807609
3979,"LA 21683",941109.419766068,3984394.37679844
3980,"LA 21691",920927.508762956,3998964.43224429
3981,"Chamisal",908158.184029847,3906706.57232317
3982,"Cuchillo House",880068.400189698,4042042.66608812
3983,"LA 24536",902191.536670148,3981736.88038026
3984,"LA 24735",908870.036104321,3960204.35765547
3985,"Wahajhamka",905618.082109317,3947646.36156787
3986,"LA 24789",882058.936696157,3951826.19079117
3987,"LA 24790",894684.736426577,3952589.44359709
3988,"Hanakwa",882925.059270263,3972923.88904452
3989,"LA 24958",876822.692446887,3968436.93600842
3990,"LA 25674",921732.519983694,3924089.57146668
3991,"LA 25816",908599.084337398,3918859.79489323
3992,"LA 25835",817793.301064864,3980613.55969071
3993,"LA 29683",928481.758951709,3963863.81507944
3994,"LA 29691",924572.633898169,3985390.00831145
3995,"LA 29707",938394.075206086,3987255.03531928
4002,"Navajo Mountain School",515005.380220369,4084901.9453658
4003,"Geib #8",511810.120268047,4092736.94289841
4004,"Segazlin Mesa Group",528440.784544453,4107074.17356665
4005,"NA 5818",512603.317209288,4114278.80147201
4006,"Pottery Pueblo",533404.793688834,4102633.28072487
4007,"Neskahi Village",545461.434396327,4095506.54568996
4008,"Thumb Rock",534341.246628463,4091938.11896679
4017,"Homol'ovi IB",536893.788729534,3873822.93231528
4018,"Homol'ovi IC",522521.029884666,3879923.92772178
4020,"Heiner #1",1021358.27378945,3804824.92092004
4021,"La Caja",969763.779497638,3995133.26905325
4022,"Nalda Ranch",1019051.90283935,3811068.10774152
4023,"Upper Puerco Area Unknown 1",856291.20779115,3957284.46083796
4024,"Upper Puerco Area Unknown 2",854390.640996814,3971118.58930103
4025,"Mesilla Valley Area Unknown 1",900655.387267083,3603003.63712977
4028,"San Ildefonso",947358.262228906,3974598.4671016
4029,"LA 561",909638.775337949,3927183.6821768
4030,"Pueblo Cardo",910101.444297642,3905428.71507965
4031,"Moon House",600959.49833484,4151114.69044502
4032,"Poncho House",624887.196846709,4099418.50121129
4033,"River House",627228.006373987,4130715.78918023
4034,"Window House",640621.546963871,4119579.96863607
4035,"Beesinil",649135.90075402,4125583.96083662
4036,"NA 10036",657400.626215369,4114483.48367131
4037,"Silver Creek",672951.290461615,3474734.19882788
4038,"AZ FF:11:5",655041.199439585,3464703.25417374
4039,"AZ FF:12:2",662135.980876684,3470098.50271556
4040,"Cuchuverachic",669170.893557161,3455131.05294688
4041,"Chavez Pass Pueblo 3",487861.302413926,3855694.24472953
4042,"Chavez Pass Pueblo 2",498267.109374464,3841469.32732332
4043,"Deadman's Canyonhead Ruin",655480.992989615,4154130.2001711
4044,"Ute Gravel Pit SIte",647292.567560822,4157196.44455239
4045,"Ruin Spring Ruin",630291.779449955,4143982.57507607
4046,"Radon Spring Ruin",628081.100119278,4157496.16832025
4047,"Wetherill's Chimney Rock",621507.512977347,4141308.87018926
4048,"Bear Paw Village",678395.719767362,4164639.76488039
4050,"Lion House",734293.461319432,4103532.99239822
4051,"Hoy House",731949.902081117,4107549.557776
4052,"Soda Canyon Compound",726073.443725705,4126800.12063012
4056,"Griffey Site",690870.414055511,4145773.9782203
4058,"Herren Farms",687302.25606598,4156726.50067508
4059,"Head of Hovenweep Mesa Top Ruin",694431.757155433,4154617.93435924
4060,"Finley Farm/Charnel House/Ray Ruin Complex",689817.092642561,4156408.35445002
4061,"Pigg Site",693335.29573828,4158871.42369896
4062,"Mockingbird Mesa Top Ruin",673631.438817382,4142753.74474451
4064,"Brewer Mesa Pueblo",689970.637311041,4176255.26823439
4065,"Lower Squaw Mesa Village",684972.407713532,4167885.67534275
4066,"Hedley Middle Ruin",679005.485473871,4174695.76180726
4067,"Nancy Patterson Pueblo",669410.172757506,4153624.19717796
4069,"Tsitah Wash Complex",664377.078405023,4117521.09311372
4071,"Brew's # 1",650426.773492247,4164954.84891161
4072,"Jackson's Montezuma Creek Bench Site # 2",637112.727655098,4128870.29407293
4073,"Five-Acre Ruin",648403.071866557,4163000.91187172
4074,"Gravel Pit",637719.474637508,4147894.4096189
4077,"Black Mesa Quartzite Pueblo",627656.466230005,4162387.44537905
4078,"Comb Wash Site",612896.090474725,4141778.94525453
4082,"Gran Quivira",963038.028850645,3805407.40045759
4086,"SON G:16:7",582654.851972684,3321955.04357699
4087,"SON G:16:27",577494.641402543,3335034.07681046
4088,"SON K:4:16",567101.496239915,3309790.31958218
4089,"SON K:4:20",580304.581615746,3312703.48342134
4090,"SON K:4:24",581137.311486334,3286258.43429047
4091,"SON K:4:32",591558.648492977,3303330.64860369
4092,"SON K:4:59",583224.668064579,3293461.78205666
4093,"SON K:4:69",563302.724338919,3295426.07403277
4094,"SON K:4:72",583245.394842997,3317093.92404763
4095,"SON K:4:85",567319.613532096,3312801.15277474
4096,"SON K:4:106",566705.595793262,3305853.40817134
4097,"SON K:4:110",573524.628850803,3300081.84541497
4098,"SON K:4:120",573217.034906581,3308432.3843832
4099,"SON K:4:122",571534.103356585,3316425.14347285
4100,"SON K:4:127",568964.735337377,3316777.37839206
4101,"SON K:4:34",571547.985893339,3286261.52270551
4102,"Santa Clara--Northern Chihuahua",885239.008610666,3247419.86692016
4103,"Las Montezumas",876705.745671913,3320690.01713148
4104,"San Jeronimo",844597.005763575,3197819.75029446
4105,"Montezuma Alta",759273.369753942,3450200.86852209
4114,"Punto Ojo de Agua",659431.665834039,3459909.62988324
4117,"Colonia Dublan",791677.958263829,3371239.35713191
4118,"Walsh",791108.23419632,3602856.02899374
4124,"Sakonae; Jacona",946764.091455787,3988818.42134385
4125,"LA 31988",801432.806091428,3880656.27448545
4126,"LA 31990",800636.011943042,3882696.15824199
4127,"LA 10416",856651.879241914,3899519.16140331
4130,"Romero Mound",1048127.08028711,3736650.35205607
4131,"Lower Stanton",1023716.16467601,3727943.41624872
4132,"Balcony House Community",728491.368758917,4114941.95788188
4133,"Nordenskiold 11",713413.649302721,4126133.04666281
4134,"Nordenskiold 12",714569.500454888,4122993.2086926
4135,"Nordenskiold 13",708350.035772473,4116778.93931717
4136,"Nordenskiold 16",726474.463253766,4118381.00845568
4137,"Step House",718427.201801687,4118640.77396095
4138,"5MV1885",720204.183799624,4126352.79006273
4139,"5MV1221",711978.296534941,4116959.53505702
4140,"Plank House",725190.408067778,4115946.47628069
4141,"Daniels House",714879.592437297,4125850.98467022
4142,"5MV1368",712915.642313659,4105364.72925059
4143,"Bone Awl House",733326.057194397,4103982.5901828
4144,"Hemenway House",719542.296866253,4123787.50855215
4145,"Swallow's Nest--North",732013.773558289,4119590.09520233
4146,"Sun Point Cliff Dwelling",715619.827910513,4119566.67255752
4147,"Buzzard House",731904.984621331,4125810.42211317
4148,"Mummy House",722954.763142616,4119841.1826092
4149,"Pool Canyon Site 4",727750.894006342,4119534.6666716
4150,"Pool Canyon Site 5",731662.683467939,4123253.63559797
4151,"Three Clan Dwelling",719570.954229087,4115055.05033933
4180,"Green Lizard Site",706221.742529199,4150000.85527346
4181,"Chappell Castle",687168.872607574,4151144.59329538
4182,"5MT16798",699789.939995721,4144020.08023757
4183,"5MT16778",708146.225278899,4151962.07148165
4184,"5MT16777",697720.433077529,4146886.67471908
4185,"5MT16783",696578.960585222,4135347.59463981
4186,"5MT16789",694702.336387485,4146314.26350378
4187,"5MT16803",696808.789498344,4135121.75617906
4188,"5MT16808",696499.704276145,4139282.94330555
4189,"5DL1601",678041.074801609,4167666.21333435
4190,"5DL531",667407.721190676,4162664.19401333
4191,"Upper Squaw Village A",665144.444605127,4158219.56312414
4192,"Upper Squaw Village B",686813.392179847,4168411.59183353
4193,"Porter and Stevenson Pueblo",705075.529489025,4164038.64409134
4194,"5MT10382",678220.062894002,4152712.69291602
4196,"5MT10611",673029.210149646,4149377.62822044
4197,"5MT10613",679760.698376298,4146648.85542616
4198,"5MT10842",689647.449615151,4166242.01375104
4199,"5MT11637",682363.130319864,4159020.11674941
4200,"5MT11763",690598.029643968,4162060.46703309
4201,"Rohn 84 (Farmer Pueblo)",697764.242443711,4155475.64695632
4202,"5MT12205",681101.531575248,4157684.82077122
4203,"OAHP BURIAL CASE #141",691909.755390957,4131957.81826816
4204,"5MT13368",693629.447910637,4164227.91647941
4205,"LITTLE DOG RUIN?",678364.156299829,4154386.34760112
4207,"5MT13435",678005.58774434,4157382.65080161
4208,"5MT13641",669880.428880185,4152304.21502642
4209,"PARALLEL WALL RUIN",676036.747291684,4149980.16772747
4210,"5MT1544",689110.012286305,4153662.46769875
4211,"Dexter Ruin",688567.491442263,4160863.81460048
4212,"GRACE KELLY HOUSE",682740.046215653,4148903.84888686
4213,"5MT1607",698233.748019055,4145902.32850999
4214,"5MT1608",683720.258465931,4140801.08404793
4215,"5MT1609",696156.458447352,4157028.53858963
4216,"5MT1611",685561.10667102,4141692.81030402
4217,"5MT1613",688280.190717503,4156344.00305785
4218,"5MT1640",683571.387373731,4157643.48981462
4219,"5MT1658",683190.67855306,4156981.69464052
4221,"TWO STORY HOUSE",706413.975631222,4140162.45264567
4222,"5MT1916",716927.917062342,4138040.62213831
4223,"5MT1919",718396.416896209,4124724.74802695
4224,"Rohn 150",687890.16653502,4160808.91646376
4225,"Prince Hamlet",710896.688243553,4153032.51828302
4226,"5MT2372",715897.285362944,4166808.32647531
4227,"Sandstone Canyon Mesa Top",704273.051711261,4156647.37226784
4228,"5MT257",695543.518819883,4133171.27896361
4229,"5MT2681",719299.867836058,4137074.15353255
4230,"5MT2694",713468.042729035,4145723.21721973
4231,"5MT3130",684689.513491243,4152181.83915839
4232,"5MT3294",724007.030248791,4155843.96964788
4233,"Stevenson Ruin",696486.407945141,4152368.55371632
4234,"THE BROUGHER SITE",684995.735306218,4161924.35497127
4235,"Isleta de Vaca Pueblo",673613.529756635,4163285.1706793
4236,"5MT4384",726173.679848582,4160263.38130479
4237,"5MT4422",677307.730980143,4166827.92163499
4238,"Emerson/Sundial Ruin",706703.827335089,4160441.32497981
4239,"Reservoir Ruin Group",716429.627581075,4157357.88426615
4240,"5MT465",683277.72779949,4134875.24112336
4241,"5MT475",678502.59407483,4152817.99321048
4242,"5MT4912",697113.532446474,4142373.99244063
4243,"Painted Hand Pueblo",691060.620397016,4152216.09262021
4244,"5MT5052",694934.083414525,4149116.11124724
4245,"5MT510",678866.522579491,4155162.85300799
4246,"5MT531",681111.506410092,4139324.53802906
4247,"5MT5500",716024.305529311,4161136.74119762
4248,"O'Brien Site",713429.160363495,4139391.59297554
4249,"5MT6157",699690.043725893,4136095.19424379
4250,"5MT6160",711317.152937874,4137438.27757329
4251,"5MT6226",694167.356113791,4144572.67234512
4252,"5MT6967",678719.340112254,4152029.29187977
4253,"Ruin Canyon Mesa Top",696346.770255715,4157051.14114784
4254,"5MT721",673596.623864025,4161700.24880394
4255,"5MT7405",687487.047159597,4147681.54515542
4256,"Hidden Spring",679591.812807783,4149384.05227959
4257,"5MT771",668521.303925961,4165547.6126153
4259,"Cow Mesa 40",672617.515013948,4158930.87435283
4260,"5MT7984",699987.998057157,4146224.66498882
4261,"5MT8044",692688.540187106,4159421.55946851
4262,"5MT811",681838.895066306,4150750.77096649
4263,"5MT815",684116.533276066,4157865.77144451
4264,"5MT823",673299.791156352,4149234.62598123
4265,"5MT826",682305.798040107,4161475.06993733
4266,"5MT830",682437.443833426,4154114.8061613
4267,"5MT832",683458.954397142,4163212.01839507
4268,"5MT837",693637.191570699,4162489.13853161
4269,"5MT840",675703.673590273,4160496.81350395
4271,"Forest Frenzy Complex",682978.840316102,4166152.04563284
4272,"5MT9399",706029.557560727,4142515.33834192
4273,"Dode's Tower",688048.587386012,4149431.6450575
4274,"5MT9400",696446.591964185,4140153.64996766
4275,"5MT9451",726138.589344397,4136921.76848672
4276,"5DL2181",684465.848426998,4159356.68304896
4277,"5DL2141",675601.48014529,4145595.59270364
4278,"5DL2145",686821.322970092,4163376.93684295
4279,"5DL2182",684629.800809845,4146557.83457114
4280,"Spook Point Pueblo",686077.875616521,4160508.9428772
4281,"5DL911",681518.646313012,4151977.53307891
4282,"Lower Squaw Village B",678313.467803061,4154421.52233863
4286,"5MT2316",688417.269038096,4164692.88436343
4287,"5MT235",700913.545411929,4158024.4960555
4291,"5MT399",673039.630405754,4137963.78872521
4293,"Cut Throat Castle",670819.042515561,4150608.17566183
4295,"Burnt Corn Pueblo",956143.267556831,3937758.0016398
4296,"San Miguel",910272.502631634,3954275.55984746
4297,"LA 373",877488.153589681,3963339.71130118
4299,"Kawasaiya Zia",877189.646928623,3943113.09440486
4300,"LA 378",958887.155892774,3976737.05841476
4302,"Hupobi",940951.547091782,4030999.00739062
4303,"Tajique",938675.428840026,3863296.43090764
4304,"Galvan",881922.493276179,3927496.39935511
4306,"LA 385",887454.073567227,3967784.01134904
4307,"Punamech Zia",892203.106014207,3932528.70276776
4308,"La Canada",894835.381835029,3962715.89739223
4310,"LA 403",894704.030029222,3950194.45696814
4311,"Madrone",900342.996221751,3843218.12106767
4312,"Tamite",922337.785002366,3927245.09682228
4313,"Shummatztya",825464.976990551,3887280.06542297
4314,"LA 415",859073.058319494,3867861.31086403
4315,"Pottery Mound",873139.694818422,3859771.1321239
4317,"Alameda School",888146.696116433,3903246.32006471
4318,"Lesdos",813180.152480498,3566967.54563433
4319,"LA 456",976327.651466072,3653789.38956283
4320,"LA 459",983919.795902207,3642983.11882988
4321,"LA 460",984421.35717918,3648134.63129756
4322,"LA 461",926208.076630041,3537617.16042256
4323,"Hulbert",1023342.4806122,3712603.72734351
4324,"LA 473",928836.605960533,3791903.54448566
4325,"Pass Ruin",918575.171835229,3789533.88124128
4326,"LA 475",936084.939570159,3790002.84706245
4328,"Wabakwa",893085.871107191,3953933.93094411
4329,"Totaskwinu",889335.577857718,3973621.63448399
4330,"Al Lado de las Canas",892545.906005129,3774635.98398851
4331,"Sevilleta Pueblo",891276.753780603,3812675.7807661
4333,"LA 775",874866.709424451,3817728.59398623
4334,"San Francisco",882410.64887175,3807156.98632799
4335,"Abeytas Pueblo",879563.284229964,3827239.78403239
4336,"LA 781",914022.030533209,3767935.93970346
4337,"LA 782",933878.757201061,3769128.89045455
4338,"LA 783",903348.05454573,3784695.16742887
4339,"LA 784",903514.455736637,3791386.29570042
4340,"La Jara Peak Pueblo",838075.236502349,3819894.34846833
4342,"Pilabo",868971.223632008,3778477.675082
4344,"LA 792",948438.937969789,3973147.88662581
4345,"Shufinne",922614.869208276,3998495.54633869
4346,"Santa Rosa de Lima",914968.457105756,4021111.50232744
4347,"Chilili",944877.540442675,3881090.4335302
4348,"LA 848",936981.827499077,3572137.32206824
4350,"Tsama",921287.625775859,4018755.69277723
4351,"LA 910",910855.250680238,4016035.23179244
4352,"LA 911",925251.926036984,4024956.78158268
4353,"Riana",916710.415279984,4027111.82853432
4354,"Kiashits",912866.413214251,3946374.1577654
4355,"Cuchillo Negro",807710.509924814,3684544.68194023
4356,"Salado Zia",876319.087682188,3939004.66128534
4359,"Los Lentes",888120.820105627,3870249.48893908
4361,"Valencia",883591.847837761,3860829.73890424
4363,"Caledonio",889052.706420645,3858395.6133384
4364,"Tome",887662.231409714,3848563.18338439
4365,"San Juan (Oke)",943690.333098367,4011228.48248236
4366,"City Hall Site",952282.299126416,3955564.39447801
4367,"Tesuque",950964.937961161,3971862.05968678
4368,"LA 1069",914440.559284344,3809140.16513643
4369,"LA 1070",922163.339203149,3787613.8042796
4370,"LA 1071",916315.767701253,3788782.15609939
4371,"LA 1072",918664.643541396,3800433.84196846
4372,"Pueblo Oso Negro",923356.746335313,3791245.85998164
4373,"Pueblito de Pasto",921681.878885984,3774866.94634625
4374,"Arenoso",921239.066232383,3774331.12306704
4375,"Pueblo de las Dunes",933493.562549815,3779994.72621106
4377,"LA 1077",915822.271278113,3780442.87321627
4378,"Bell Mountain",894142.800505698,3744221.13084614
4379,"LA 1082",841020.204333588,3629423.63042122
